t,abduct_L.q,abduct_L.w,abduct_R.q,abduct_R.w,hip_L.q,hip_L.w,hip_R.q,hip_R.w
2.156085439515e+00,1.832927340507e-01,8.230586765066e-01,-1.952171517881e-01,-7.711157481642e-01,-3.900995445688e-01,4.045187784430e+00,-3.919635623976e-01,4.081208805598e+00
2.156672249855e+00,1.837759597080e-01,8.238981811881e-01,-1.956699064684e-01,-7.719882122765e-01,-3.877285883957e-01,4.035638367607e+00,-3.895714489455e-01,4.071726774354e+00
2.157259060196e+00,1.842596729684e-01,8.247205530422e-01,-1.961231686022e-01,-7.728452799694e-01,-3.853632466271e-01,4.026052455460e+00,-3.871849105604e-01,4.062207549148e+00
2.157845870536e+00,1.847438637943e-01,8.255258467511e-01,-1.965769291698e-01,-7.736870020805e-01,-3.830035406376e-01,4.016430188454e+00,-3.848039690265e-01,4.052651270854e+00
2.158432680877e+00,1.852285221804e-01,8.263141177166e-01,-1.970311791812e-01,-7.745134301038e-01,-3.806494917193e-01,4.006771706989e+00,-3.824286460459e-01,4.043058080333e+00
2.159019491217e+00,1.857136381539e-01,8.270854220507e-01,-1.974859096770e-01,-7.753246161800e-01,-3.783011210822e-01,3.997077151396e+00,-3.800589632375e-01,4.033428118432e+00
2.159606301558e+00,1.861992017753e-01,8.278398165644e-01,-1.979411117287e-01,-7.761206130869e-01,-3.759584498537e-01,3.987346661936e+00,-3.776949421380e-01,4.023761525975e+00
2.160193111898e+00,1.866852031387e-01,8.285773587576e-01,-1.983967764387e-01,-7.769014742299e-01,-3.736214990791e-01,3.977580378794e+00,-3.753366042012e-01,4.014058443763e+00
2.160779922239e+00,1.871716323719e-01,8.292981068088e-01,-1.988528949410e-01,-7.776672536322e-01,-3.712902897214e-01,3.967778442077e+00,-3.729839707983e-01,4.004319012567e+00
2.161366732579e+00,1.876584796374e-01,8.300021195645e-01,-1.993094584015e-01,-7.784180059257e-01,-3.689648426614e-01,3.957940991809e+00,-3.706370632180e-01,3.994543373127e+00
2.161953542920e+00,1.881457351320e-01,8.306894565285e-01,-1.997664580184e-01,-7.791537863404e-01,-3.666451786977e-01,3.948068167928e+00,-3.682959026665e-01,3.984731666147e+00
2.162540353261e+00,1.886333890880e-01,8.313601778518e-01,-2.002238850225e-01,-7.798746506956e-01,-3.643313185469e-01,3.938160110284e+00,-3.659605102672e-01,3.974884032288e+00
2.163127163601e+00,1.891214317729e-01,8.320143443219e-01,-2.006817306772e-01,-7.805806553897e-01,-3.620232828436e-01,3.928216958635e+00,-3.636309070611e-01,3.965000612170e+00
2.163713973942e+00,1.896098534902e-01,8.326520173522e-01,-2.011399862797e-01,-7.812718573906e-01,-3.597210921402e-01,3.918238852643e+00,-3.613071140068e-01,3.955081546365e+00
2.164300784282e+00,1.900986445796e-01,8.332732589714e-01,-2.015986431603e-01,-7.819483142260e-01,-3.574247669075e-01,3.908225931870e+00,-3.589891519803e-01,3.945126975391e+00
2.164887594623e+00,1.905877954172e-01,8.338781318132e-01,-2.020576926835e-01,-7.826100839736e-01,-3.551343275341e-01,3.898178335779e+00,-3.566770417752e-01,3.935137039713e+00
2.165474404963e+00,1.910772964164e-01,8.344666991053e-01,-2.025171262480e-01,-7.832572252514e-01,-3.528497943271e-01,3.888096203725e+00,-3.543708041026e-01,3.925111879737e+00
2.166061215304e+00,1.915671380276e-01,8.350390246591e-01,-2.029769352870e-01,-7.838897972076e-01,-3.505711875115e-01,3.877979674956e+00,-3.520704595913e-01,3.915051635805e+00
2.166648025644e+00,1.920573107388e-01,8.355951728592e-01,-2.034371112685e-01,-7.845078595114e-01,-3.482985272311e-01,3.867828888611e+00,-3.497760287879e-01,3.904956448194e+00
2.167234835985e+00,1.925478050760e-01,8.361352086523e-01,-2.038976456959e-01,-7.851114723424e-01,-3.460318335475e-01,3.857643983711e+00,-3.474875321565e-01,3.894826457113e+00
2.167821646325e+00,1.930386116036e-01,8.366591975370e-01,-2.043585301077e-01,-7.857006963817e-01,-3.437711264413e-01,3.847425099163e+00,-3.452049900790e-01,3.884661802696e+00
2.168408456666e+00,1.935297209244e-01,8.371672055531e-01,-2.048197560785e-01,-7.862755928011e-01,-3.415164258113e-01,3.837172373754e+00,-3.429284228551e-01,3.874462625000e+00
2.168995267007e+00,1.940211236802e-01,8.376592992708e-01,-2.052813152187e-01,-7.868362232541e-01,-3.392677514750e-01,3.826885946146e+00,-3.406578507024e-01,3.864229064006e+00
2.169582077347e+00,1.945128105521e-01,8.381355457803e-01,-2.057431991752e-01,-7.873826498656e-01,-3.370251231685e-01,3.816565954878e+00,-3.383932937563e-01,3.853961259607e+00
2.170168887688e+00,1.950047722605e-01,8.385960126809e-01,-2.062053996314e-01,-7.879149352222e-01,-3.347885605467e-01,3.806212538360e+00,-3.361347720702e-01,3.843659351614e+00
2.170755698028e+00,1.954969995658e-01,8.390407680705e-01,-2.066679083075e-01,-7.884331423623e-01,-3.325580831834e-01,3.795825834870e+00,-3.338823056154e-01,3.833323479747e+00
2.171342508369e+00,1.959894832685e-01,8.394698805351e-01,-2.071307169610e-01,-7.889373347663e-01,-3.303337105711e-01,3.785405982555e+00,-3.316359142813e-01,3.822953783631e+00
2.171929318709e+00,1.964822142093e-01,8.398834191378e-01,-2.075938173865e-01,-7.894275763468e-01,-3.281154621215e-01,3.774953119424e+00,-3.293956178753e-01,3.812550402798e+00
2.172516129050e+00,1.969751832698e-01,8.402814534087e-01,-2.080572014164e-01,-7.899039314388e-01,-3.259033571651e-01,3.764467383346e+00,-3.271614361232e-01,3.802113476679e+00
2.173102939390e+00,1.974683813724e-01,8.406640533335e-01,-2.085208609211e-01,-7.903664647894e-01,-3.236974149518e-01,3.753948912052e+00,-3.249333886687e-01,3.791643144605e+00
2.173689749731e+00,1.979617994808e-01,8.410312893439e-01,-2.089847878089e-01,-7.908152415489e-01,-3.214976546505e-01,3.743397843128e+00,-3.227114950740e-01,3.781139545801e+00
2.174276560071e+00,1.984554286000e-01,8.413832323061e-01,-2.094489740265e-01,-7.912503272600e-01,-3.193040953495e-01,3.732814314013e+00,-3.204957748195e-01,3.770602819381e+00
2.174863370412e+00,1.989492597768e-01,8.417199535106e-01,-2.099134115592e-01,-7.916717878485e-01,-3.171167560566e-01,3.722198461998e+00,-3.182862473040e-01,3.760033104353e+00
2.175450180753e+00,1.994432841000e-01,8.420415246616e-01,-2.103780924311e-01,-7.920796896135e-01,-3.149356556989e-01,3.711550424224e+00,-3.160829318449e-01,3.749430539607e+00
2.176036991093e+00,1.999374927005e-01,8.423480178665e-01,-2.108430087053e-01,-7.924740992175e-01,-3.127608131231e-01,3.700870337677e+00,-3.138858476780e-01,3.738795263919e+00
2.176623801434e+00,2.004318767518e-01,8.426395056250e-01,-2.113081524842e-01,-7.928550836763e-01,-3.105922470957e-01,3.690158339191e+00,-3.116950139577e-01,3.728127415942e+00
2.177210611774e+00,2.009264274698e-01,8.429160608189e-01,-2.117735159094e-01,-7.932227103500e-01,-3.084299763028e-01,3.679414565438e+00,-3.095104497572e-01,3.717427134209e+00
2.177797422115e+00,2.014211361134e-01,8.431777567016e-01,-2.122390911624e-01,-7.935770469323e-01,-3.062740193504e-01,3.668639152934e+00,-3.073321740682e-01,3.706694557128e+00
2.178384232455e+00,2.019159939847e-01,8.434246668873e-01,-2.127048704643e-01,-7.939181614415e-01,-3.041243947644e-01,3.657832238031e+00,-3.051602058015e-01,3.695929822977e+00
2.178971042796e+00,2.024109924289e-01,8.436568653406e-01,-2.131708460763e-01,-7.942461222104e-01,-3.019811209909e-01,3.646993956917e+00,-3.029945637866e-01,3.685133069905e+00
2.179557853136e+00,2.029061228349e-01,8.438744263662e-01,-2.136370102999e-01,-7.945609978766e-01,-2.998442163958e-01,3.636124445616e+00,-3.008352667721e-01,3.674304435928e+00
2.180144663477e+00,2.034013766351e-01,8.440774245984e-01,-2.141033554768e-01,-7.948628573729e-01,-2.977136992657e-01,3.625223839981e+00,-2.986823334255e-01,3.663444058925e+00
2.180731473817e+00,2.038967453060e-01,8.442659349905e-01,-2.145698739893e-01,-7.951517699175e-01,-2.955895878071e-01,3.614292275698e+00,-2.965357823337e-01,3.652552076637e+00
2.181318284158e+00,2.043922203680e-01,8.444400328045e-01,-2.150365582603e-01,-7.954278050045e-01,-2.934719001471e-01,3.603329888278e+00,-2.943956320024e-01,3.641628626664e+00
2.181905094499e+00,2.048877933859e-01,8.445997936008e-01,-2.155034007537e-01,-7.956910323942e-01,-2.913606543334e-01,3.592336813061e+00,-2.922619008570e-01,3.630673846464e+00
2.182491904839e+00,2.053834559687e-01,8.447452932278e-01,-2.159703939744e-01,-7.959415221033e-01,-2.892558683342e-01,3.581313185208e+00,-2.901346072421e-01,3.619687873348e+00
2.183078715180e+00,2.058791997703e-01,8.448766078115e-01,-2.164375304683e-01,-7.961793443956e-01,-2.871575600385e-01,3.570259139706e+00,-2.880137694217e-01,3.608670844477e+00
2.183665525520e+00,2.063750164891e-01,8.449938137453e-01,-2.169048028228e-01,-7.964045697722e-01,-2.850657472561e-01,3.559174811359e+00,-2.858994055795e-01,3.597622896865e+00
2.184252335861e+00,2.068708978685e-01,8.450969876797e-01,-2.173722036666e-01,-7.966172689620e-01,-2.829804477179e-01,3.548060334794e+00,-2.837915338187e-01,3.586544167371e+00
2.184839146201e+00,2.073668356969e-01,8.451862065121e-01,-2.178397256701e-01,-7.968175129123e-01,-2.809016790756e-01,3.536915844452e+00,-2.816901721625e-01,3.575434792699e+00
2.185425956542e+00,2.078628218079e-01,8.452615473764e-01,-2.183073615453e-01,-7.970053727792e-01,-2.788294589024e-01,3.525741474590e+00,-2.795953385535e-01,3.564294909396e+00
2.186012766882e+00,2.083588480806e-01,8.453230876331e-01,-2.187751040460e-01,-7.971809199182e-01,-2.767638046923e-01,3.514537359279e+00,-2.775070508547e-01,3.553124653848e+00
2.186599577223e+00,2.088549064394e-01,8.453709048592e-01,-2.192429459679e-01,-7.973442258747e-01,-2.747047338612e-01,3.503303632404e+00,-2.754253268487e-01,3.541924162281e+00
2.187186387563e+00,2.093509888542e-01,8.454050768376e-01,-2.197108801488e-01,-7.974953623746e-01,-2.726522637462e-01,3.492040427659e+00,-2.733501842385e-01,3.530693570755e+00
2.187773197904e+00,2.098470873407e-01,8.454256815478e-01,-2.201788994687e-01,-7.976344013150e-01,-2.706064116059e-01,3.480747878547e+00,-2.712816406471e-01,3.519433015166e+00
2.188360008244e+00,2.103431939606e-01,8.454327971551e-01,-2.206469968498e-01,-7.977614147548e-01,-2.685671946209e-01,3.469426118378e+00,-2.692197136179e-01,3.508142631240e+00
2.188946818585e+00,2.108393008212e-01,8.454265020012e-01,-2.211151652565e-01,-7.978764749053e-01,-2.665346298935e-01,3.458075280272e+00,-2.671644206149e-01,3.496822554533e+00
2.189533628926e+00,2.113354000759e-01,8.454068745938e-01,-2.215833976958e-01,-7.979796541212e-01,-2.645087344479e-01,3.446695497148e+00,-2.651157790221e-01,3.485472920430e+00
2.190120439266e+00,2.118314839244e-01,8.453739935970e-01,-2.220516872170e-01,-7.980710248911e-01,-2.624895252303e-01,3.435286901733e+00,-2.630738061447e-01,3.474093864141e+00
2.190707249607e+00,2.123275446125e-01,8.453279378215e-01,-2.225200269122e-01,-7.981506598285e-01,-2.604770191093e-01,3.423849626554e+00,-2.610385192081e-01,3.462685520698e+00
2.191294059947e+00,2.128235744322e-01,8.452687862144e-01,-2.229884099160e-01,-7.982186316624e-01,-2.584712328756e-01,3.412383803938e+00,-2.590099353589e-01,3.451248024959e+00
2.191880870288e+00,2.133195657219e-01,8.451966178495e-01,-2.234568294057e-01,-7.982750132283e-01,-2.564721832424e-01,3.400889566014e+00,-2.569880716644e-01,3.439781511597e+00
2.192467680628e+00,2.138155108665e-01,8.451115119180e-01,-2.239252786015e-01,-7.983198774592e-01,-2.544798868453e-01,3.389367044706e+00,-2.549729451129e-01,3.428286115108e+00
2.193054490969e+00,2.143114022974e-01,8.450135477181e-01,-2.243937507662e-01,-7.983532973764e-01,-2.524943602427e-01,3.377816371736e+00,-2.529645726141e-01,3.416761969800e+00
2.193641301309e+00,2.148072324926e-01,8.449028046459e-01,-2.248622392057e-01,-7.983753460806e-01,-2.505156199158e-01,3.366237678622e+00,-2.509629709985e-01,3.405209209799e+00
2.194228111650e+00,2.153029939764e-01,8.447793621857e-01,-2.253307372687e-01,-7.983860967428e-01,-2.485436822684e-01,3.354631096676e+00,-2.489681570184e-01,3.393627969042e+00
2.194814921990e+00,2.157986793202e-01,8.446432999002e-01,-2.257992383469e-01,-7.983856225956e-01,-2.465785636276e-01,3.342996757003e+00,-2.469801473473e-01,3.382018381278e+00
2.195401732331e+00,2.162942811420e-01,8.444946974211e-01,-2.262677358750e-01,-7.983739969240e-01,-2.446202802434e-01,3.331334790501e+00,-2.449989585803e-01,3.370380580064e+00
2.195988542672e+00,2.167897921062e-01,8.443336344396e-01,-2.267362233306e-01,-7.983512930569e-01,-2.426688482893e-01,3.319645327859e+00,-2.430246072342e-01,3.358714698767e+00
2.196575353012e+00,2.172852049245e-01,8.441601906973e-01,-2.272046942344e-01,-7.983175843580e-01,-2.407242838620e-01,3.307928499555e+00,-2.410571097477e-01,3.347020870558e+00
2.197162163353e+00,2.177805123550e-01,8.439744459764e-01,-2.276731421503e-01,-7.982729442171e-01,-2.387866029817e-01,3.296184435856e+00,-2.390964824812e-01,3.335299228414e+00
2.197748973693e+00,2.182757072029e-01,8.437764800905e-01,-2.281415606851e-01,-7.982174460417e-01,-2.368558215922e-01,3.284413266818e+00,-2.371427417174e-01,3.323549905115e+00
2.198335784034e+00,2.187707823199e-01,8.435663728755e-01,-2.286099434887e-01,-7.981511632480e-01,-2.349319555612e-01,3.272615122284e+00,-2.351959036609e-01,3.311773033242e+00
2.198922594374e+00,2.192657306050e-01,8.433442041803e-01,-2.290782842542e-01,-7.980741692523e-01,-2.330150206802e-01,3.260790131882e+00,-2.332559844386e-01,3.299968745175e+00
2.199509404715e+00,2.197605450038e-01,8.431100538576e-01,-2.295465767176e-01,-7.979865374626e-01,-2.311050326645e-01,3.248938425026e+00,-2.313230000998e-01,3.288137173095e+00
2.200096215055e+00,2.202552185086e-01,8.428640017547e-01,-2.300148146581e-01,-7.978883412701e-01,-2.292020071538e-01,3.237060130914e+00,-2.293969666165e-01,3.276278448979e+00
2.200683025396e+00,2.207497441590e-01,8.426061277047e-01,-2.304829918980e-01,-7.977796540404e-01,-2.273059597119e-01,3.225155378527e+00,-2.274778998830e-01,3.264392704599e+00
2.201269835736e+00,2.212441150409e-01,8.423365115175e-01,-2.309511023025e-01,-7.976605491054e-01,-2.254169058271e-01,3.213224296629e+00,-2.255658157165e-01,3.252480071521e+00
2.201856646077e+00,2.217383242875e-01,8.420552329704e-01,-2.314191397798e-01,-7.975310997551e-01,-2.235348609119e-01,3.201267013767e+00,-2.236607298570e-01,3.240540681107e+00
2.202443456418e+00,2.222323650786e-01,8.417623717998e-01,-2.318870982813e-01,-7.973913792285e-01,-2.216598403039e-01,3.189283658266e+00,-2.217626579675e-01,3.228574664506e+00
2.203030266758e+00,2.227262306406e-01,8.414580076920e-01,-2.323549718013e-01,-7.972414607063e-01,-2.197918592650e-01,3.177274358234e+00,-2.198716156341e-01,3.216582152662e+00
2.203617077099e+00,2.232199142470e-01,8.411422202747e-01,-2.328227543767e-01,-7.970814173020e-01,-2.179309329823e-01,3.165239241557e+00,-2.179876183662e-01,3.204563276305e+00
2.204203887439e+00,2.237134092177e-01,8.408150891079e-01,-2.332904400879e-01,-7.969113220539e-01,-2.160770765678e-01,3.153178435901e+00,-2.161106815964e-01,3.192518165955e+00
2.204790697780e+00,2.242067089195e-01,8.404766936756e-01,-2.337580230574e-01,-7.967312479173e-01,-2.142303050586e-01,3.141092068709e+00,-2.142408206808e-01,3.180446951918e+00
2.205377508120e+00,2.246998067657e-01,8.401271133773e-01,-2.342254974512e-01,-7.965412677559e-01,-2.123906334173e-01,3.128980267202e+00,-2.123780508993e-01,3.168349764283e+00
2.205964318461e+00,2.251926962161e-01,8.397664275188e-01,-2.346928574775e-01,-7.963414543343e-01,-2.105580765316e-01,3.116843158378e+00,-2.105223874552e-01,3.156226732929e+00
2.206551128801e+00,2.256853707771e-01,8.393947153047e-01,-2.351600973874e-01,-7.961318803096e-01,-2.087326492150e-01,3.104680869010e+00,-2.086738454759e-01,3.144077987513e+00
2.207137939142e+00,2.261778240016e-01,8.390120558290e-01,-2.356272114746e-01,-7.959126182238e-01,-2.069143662065e-01,3.092493525650e+00,-2.068324400128e-01,3.131903657476e+00
2.207724749482e+00,2.266700494887e-01,8.386185280675e-01,-2.360941940752e-01,-7.956837404960e-01,-2.051032421711e-01,3.080281254621e+00,-2.049981860411e-01,3.119703872042e+00
2.208311559823e+00,2.271620408840e-01,8.382142108692e-01,-2.365610395680e-01,-7.954453194144e-01,-2.032992916994e-01,3.068044182024e+00,-2.031710984606e-01,3.107478760213e+00
2.208898370164e+00,2.276537918792e-01,8.377991829480e-01,-2.370277423739e-01,-7.951974271286e-01,-2.015025293085e-01,3.055782433733e+00,-2.013511920952e-01,3.095228450770e+00
2.209485180504e+00,2.281452962122e-01,8.373735228746e-01,-2.374942969562e-01,-7.949401356420e-01,-1.997129694414e-01,3.043496135394e+00,-1.995384816934e-01,3.082953072274e+00
2.210071990845e+00,2.286365476669e-01,8.369373090686e-01,-2.379606978206e-01,-7.946735168042e-01,-1.979306264675e-01,3.031185412429e+00,-1.977329819285e-01,3.070652753061e+00
2.210658801185e+00,2.291275400733e-01,8.364906197901e-01,-2.384269395146e-01,-7.943976423034e-01,-1.961555146828e-01,3.018850390032e+00,-1.959347073981e-01,3.058327621246e+00
2.211245611526e+00,2.296182673072e-01,8.360335331320e-01,-2.388930166279e-01,-7.941125836588e-01,-1.943876483096e-01,3.006491193168e+00,-1.941436726252e-01,3.045977804716e+00
2.211832421866e+00,2.301087232901e-01,8.355661270121e-01,-2.393589237921e-01,-7.938184122136e-01,-1.926270414973e-01,2.994107946575e+00,-1.923598920575e-01,3.033603431135e+00
2.212419232207e+00,2.305989019893e-01,8.350884791650e-01,-2.398246556807e-01,-7.935151991268e-01,-1.908737083219e-01,2.981700774763e+00,-1.905833800680e-01,3.021204627940e+00
2.213006042547e+00,2.310887974176e-01,8.346006671344e-01,-2.402902070086e-01,-7.932030153666e-01,-1.891276627865e-01,2.969269802013e+00,-1.888141509548e-01,3.008781522342e+00
2.213592852888e+00,2.315784036332e-01,8.341027682656e-01,-2.407555725325e-01,-7.928819317028e-01,-1.873889188214e-01,2.956815152377e+00,-1.870522189417e-01,2.996334241321e+00
2.214179663228e+00,2.320677147397e-01,8.335948596978e-01,-2.412207470507e-01,-7.925520186998e-01,-1.856574902841e-01,2.944336949677e+00,-1.852975981778e-01,2.983862911632e+00
2.214766473569e+00,2.325567248859e-01,8.330770183561e-01,-2.416857254026e-01,-7.922133467091e-01,-1.839333909595e-01,2.931835317509e+00,-1.835503027380e-01,2.971367659797e+00
2.215353283910e+00,2.330454282655e-01,8.325493209447e-01,-2.421505024689e-01,-7.918659858625e-01,-1.822166345600e-01,2.919310379233e+00,-1.818103466229e-01,2.958848612112e+00
2.215940094250e+00,2.335338191176e-01,8.320118439387e-01,-2.426150731714e-01,-7.915100060652e-01,-1.805072347259e-01,2.906762257985e+00,-1.800777437594e-01,2.946305894639e+00
2.216526904591e+00,2.340218917255e-01,8.314646635772e-01,-2.430794324729e-01,-7.911454769882e-01,-1.788052050250e-01,2.894191076668e+00,-1.783525080001e-01,2.933739633209e+00
2.217113714931e+00,2.345096404176e-01,8.309078558559e-01,-2.435435753769e-01,-7.907724680623e-01,-1.771105589533e-01,2.881596957954e+00,-1.766346531240e-01,2.921149953422e+00
2.217700525272e+00,2.349970595667e-01,8.303414965197e-01,-2.440074969277e-01,-7.903910484704e-01,-1.754233099346e-01,2.868980024287e+00,-1.749241928365e-01,2.908536980645e+00
2.218287335612e+00,2.354841435899e-01,8.297656610558e-01,-2.444711922100e-01,-7.900012871414e-01,-1.737434713213e-01,2.856340397878e+00,-1.732211407694e-01,2.895900840011e+00
2.218874145953e+00,2.359708869487e-01,8.291804246861e-01,-2.449346563490e-01,-7.896032527428e-01,-1.720710563938e-01,2.843678200708e+00,-1.715255104812e-01,2.883241656419e+00
2.219460956293e+00,2.364572841484e-01,8.285858623607e-01,-2.453978845100e-01,-7.891970136749e-01,-1.704060783612e-01,2.830993554527e+00,-1.698373154572e-01,2.870559554536e+00
2.220047766634e+00,2.369433297385e-01,8.279820487507e-01,-2.458608718984e-01,-7.887826380632e-01,-1.687485503612e-01,2.818286580855e+00,-1.681565691095e-01,2.857854658791e+00
2.220634576974e+00,2.374290183119e-01,8.273690582410e-01,-2.463236137595e-01,-7.883601937528e-01,-1.670984854601e-01,2.805557400981e+00,-1.664832847775e-01,2.845127093378e+00
2.221221387315e+00,2.379143445053e-01,8.267469649240e-01,-2.467861053784e-01,-7.879297483012e-01,-1.654558966533e-01,2.792806135961e+00,-1.648174757274e-01,2.832376982259e+00
2.221808197656e+00,2.383993029988e-01,8.261158425925e-01,-2.472483420795e-01,-7.874913689724e-01,-1.638207968651e-01,2.780032906623e+00,-1.631591551532e-01,2.819604449154e+00
2.222395007996e+00,2.388838885155e-01,8.254757647330e-01,-2.477103192270e-01,-7.870451227303e-01,-1.621931989490e-01,2.767237833561e+00,-1.615083361759e-01,2.806809617551e+00
2.222981818337e+00,2.393680958219e-01,8.248268045191e-01,-2.481720322239e-01,-7.865910762323e-01,-1.605731156879e-01,2.754421037140e+00,-1.598650318445e-01,2.793992610698e+00
2.223568628677e+00,2.398519197269e-01,8.241690348052e-01,-2.486334765124e-01,-7.861292958234e-01,-1.589605597939e-01,2.741582637494e+00,-1.582292551354e-01,2.781153551608e+00
2.224155439018e+00,2.403353550824e-01,8.235025281194e-01,-2.490946475737e-01,-7.856598475300e-01,-1.573555439089e-01,2.728722754525e+00,-1.566010189532e-01,2.768292563054e+00
2.224742249358e+00,2.408183967825e-01,8.228273566579e-01,-2.495555409273e-01,-7.851827970535e-01,-1.557580806045e-01,2.715841507906e+00,-1.549803361304e-01,2.755409767572e+00
2.225329059699e+00,2.413010397639e-01,8.221435922777e-01,-2.500161521314e-01,-7.846982097644e-01,-1.541681823819e-01,2.702939017078e+00,-1.533672194275e-01,2.742505287459e+00
2.225915870039e+00,2.417832790050e-01,8.214513064912e-01,-2.504764767824e-01,-7.842061506967e-01,-1.525858616725e-01,2.690015401251e+00,-1.517616815336e-01,2.729579244775e+00
2.226502680380e+00,2.422651095263e-01,8.207505704595e-01,-2.509365105148e-01,-7.837066845413e-01,-1.510111308378e-01,2.677070779407e+00,-1.501637350660e-01,2.716631761340e+00
2.227089490720e+00,2.427465263900e-01,8.200414549863e-01,-2.513962490009e-01,-7.831998756409e-01,-1.494440021695e-01,2.664105270295e+00,-1.485733925707e-01,2.703662958734e+00
2.227676301061e+00,2.432275246994e-01,8.193240305119e-01,-2.518556879507e-01,-7.826857879837e-01,-1.478844878896e-01,2.651118992437e+00,-1.469906665225e-01,2.690672958299e+00
2.228263111402e+00,2.437080995993e-01,8.185983671073e-01,-2.523148231115e-01,-7.821644851979e-01,-1.463326001509e-01,2.638112064122e+00,-1.454155693248e-01,2.677661881137e+00
2.228849921742e+00,2.441882462756e-01,8.178645344681e-01,-2.527736502681e-01,-7.816360305460e-01,-1.447883510364e-01,2.625084603413e+00,-1.438481133104e-01,2.664629848111e+00
2.229436732083e+00,2.446679599548e-01,8.171226019085e-01,-2.532321652421e-01,-7.811004869193e-01,-1.432517525604e-01,2.612036728141e+00,-1.422883107408e-01,2.651576979844e+00
2.230023542423e+00,2.451472359039e-01,8.163726383561e-01,-2.536903638920e-01,-7.805579168322e-01,-1.417228166678e-01,2.598968555909e+00,-1.407361738072e-01,2.638503396718e+00
2.230610352764e+00,2.456260694304e-01,8.156147123454e-01,-2.541482421127e-01,-7.800083824171e-01,-1.402015552345e-01,2.585880204090e+00,-1.391917146299e-01,2.625409218877e+00
2.231197163104e+00,2.461044558818e-01,8.148488920128e-01,-2.546057958357e-01,-7.794519454186e-01,-1.386879800678e-01,2.572771789832e+00,-1.376549452590e-01,2.612294566224e+00
2.231783973445e+00,2.465823906456e-01,8.140752450907e-01,-2.550630210285e-01,-7.788886671884e-01,-1.371821029063e-01,2.559643430050e+00,-1.361258776742e-01,2.599159558421e+00
2.232370783785e+00,2.470598691488e-01,8.132938389019e-01,-2.555199136945e-01,-7.783186086799e-01,-1.356839354200e-01,2.546495241437e+00,-1.346045237850e-01,2.586004314893e+00
2.232957594126e+00,2.475368868578e-01,8.125047403546e-01,-2.559764698725e-01,-7.777418304432e-01,-1.341934892104e-01,2.533327340453e+00,-1.330908954311e-01,2.572828954821e+00
2.233544404466e+00,2.480134392781e-01,8.117080159365e-01,-2.564326856373e-01,-7.771583926199e-01,-1.327107758109e-01,2.520139843334e+00,-1.315850043822e-01,2.559633597149e+00
2.234131214807e+00,2.484895219542e-01,8.109037317099e-01,-2.568885570982e-01,-7.765683549380e-01,-1.312358066866e-01,2.506932866090e+00,-1.300868623381e-01,2.546418360581e+00
2.234718025148e+00,2.489651304692e-01,8.100919533063e-01,-2.573440803999e-01,-7.759717767067e-01,-1.297685932347e-01,2.493706524503e+00,-1.285964809293e-01,2.533183363579e+00
2.235304835488e+00,2.494402604445e-01,8.092727459211e-01,-2.577992517215e-01,-7.753687168120e-01,-1.283091467846e-01,2.480460934130e+00,-1.271138717167e-01,2.519928724367e+00
2.235891645829e+00,2.499149075398e-01,8.084461743090e-01,-2.582540672768e-01,-7.747592337110e-01,-1.268574785977e-01,2.467196210302e+00,-1.256390461920e-01,2.506654560930e+00
2.236478456169e+00,2.503890674524e-01,8.076123027785e-01,-2.587085233135e-01,-7.741433854281e-01,-1.254135998679e-01,2.453912468128e+00,-1.241720157776e-01,2.493360991011e+00
2.237065266510e+00,2.508627359175e-01,8.067711951871e-01,-2.591626161134e-01,-7.735212295494e-01,-1.239775217219e-01,2.440609822488e+00,-1.227127918270e-01,2.480048132116e+00
2.237652076850e+00,2.513359087075e-01,8.059229149365e-01,-2.596163419918e-01,-7.728928232184e-01,-1.225492552185e-01,2.427288388043e+00,-1.212613856248e-01,2.466716101511e+00
2.238238887191e+00,2.518085816318e-01,8.050675249678e-01,-2.600696972977e-01,-7.722582231314e-01,-1.211288113498e-01,2.413948279227e+00,-1.198178083867e-01,2.453365016223e+00
2.238825697531e+00,2.522807505368e-01,8.042050877566e-01,-2.605226784129e-01,-7.716174855327e-01,-1.197162010406e-01,2.400589610254e+00,-1.183820712599e-01,2.439994993042e+00
2.239412507872e+00,2.527524113051e-01,8.033356653087e-01,-2.609752817522e-01,-7.709706662105e-01,-1.183114351486e-01,2.387212495114e+00,-1.169541853233e-01,2.426606148517e+00
2.239999318212e+00,2.532235598560e-01,8.024593191549e-01,-2.614275037631e-01,-7.703178204922e-01,-1.169145244650e-01,2.373817047575e+00,-1.155341615873e-01,2.413198598960e+00
2.240586128553e+00,2.536941921443e-01,8.015761103472e-01,-2.618793409252e-01,-7.696590032398e-01,-1.155254797140e-01,2.360403381187e+00,-1.141220109941e-01,2.399772460446e+00
2.241172938894e+00,2.541643041608e-01,8.006860994538e-01,-2.623307897505e-01,-7.689942688464e-01,-1.141443115534e-01,2.346971609277e+00,-1.127177444179e-01,2.386327848812e+00
2.241759749234e+00,2.546338919315e-01,7.997893465549e-01,-2.627818467825e-01,-7.683236712311e-01,-1.127710305745e-01,2.333521844952e+00,-1.113213726651e-01,2.372864879658e+00
2.242346559575e+00,2.551029515178e-01,7.988859112384e-01,-2.632325085962e-01,-7.676472638352e-01,-1.114056473023e-01,2.320054201103e+00,-1.099329064741e-01,2.359383668346e+00
